group_meta_id,group_name,rarity,min_items,max_items,registry_name,meta,display_name,amount,random_amount,chance_percent,item_group,limited_drop_count,nbt
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:sapling",4,"Acacia Sapling","1","false","12","saplings_normal","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:lapis_block",0,"Lapis Lazuli Block","1","false","20","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","Natura:florasapling",0,"Redwood Sapling","1","false","12","saplings_natura","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","TConstruct:slime.sapling",0,"Slimy Sapling","1","false","14","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:diamond",0,"Diamond","1","false","5","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:leather_boots",0,"Leather Boots","1","false","35","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","IguanaTweaksTConstruct:clayBucketFired",0,"Fired Clay Bucket","2","false","45","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:stone_pressure_plate",0,"Pressure Plate","4","false","55","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:feather",0,"Feather","16","true","22","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:mushroom_stew",0,"Mushroom Stew","4","false","65","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:bucket",0,"Bucket","1","false","20","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:sapling",0,"Oak Sapling","1","false","12","saplings_normal","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","Natura:Rare Sapling",3,"Tigerwood Sapling","1","false","12","saplings_nether","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:leather",0,"Leather","4","false","50","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:dye",15,"Bone Meal","8","true","20","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:bone",0,"Bone","8","true","20","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","Natura:florasapling",4,"Ghostwood Sapling","1","false","12","saplings_natura","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:coal",1,"Charcoal","8","false","55","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:baked_potato",0,"Baked Potato","16","true","20","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:wheat_seeds",0,"Seeds","8","false","65","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","Natura:redwoodDoorItem",5,"Bloodwood Door","1","false","20","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:light_weighted_pressure_plate",0,"Weighted Pressure Plate (Light)","1","false","15","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","Natura:Rare Sapling",0,"Maple Sapling","1","false","12","saplings_nether","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:redstone_block",0,"Block of Redstone","1","false","20","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:slime_ball",0,"Slimeball","8","true","20","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:golden_apple",0,"Golden Apple","1","false","5","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:glass_pane",0,"Glass Pane","16","false","40","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:torch",0,"Torch","16","false","65","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:fence_gate",0,"Oak Fence Gate","8","false","25","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:glowstone",0,"Glowstone","1","false","8","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","gregtech:gt.metaitem.01",32764,"BrainTech Aerospace Advanced Reinforced Duct Tape FAL-84","1","false","5","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:sapling",1,"Spruce Sapling","1","false","12","saplings_normal","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:chest",0,"Chest","4","false","20","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:wooden_pressure_plate",0,"tile.etfuturum.oak_pressure_plate.name","4","false","65","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","Ztones:tile.krypBlock",0,"Kryp ⓪","32","false","6","ztonebuilding","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","Natura:florasapling",7,"Fusewood Sapling","1","false","12","saplings_normal","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","Natura:florasapling",3,"Sakura Sapling","1","false","12","saplings_natura","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:gunpowder",0,"Gunpowder","4","false","35","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:spider_eye",0,"Spider Eye","4","false","6","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:bowl",0,"Bowl","8","false","65","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:emerald",0,"Emerald","2","false","20","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:sponge",0,"Inert Sponge","1","false","15","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:book",0,"Book","1","false","15","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:dye",15,"Bone Meal","8","false","45","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","TConstruct:materials",8,"Necrotic Bone","1","false","5","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","Natura:florasapling",1,"Eucalyptus Sapling","1","false","12","saplings_natura","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","IC2:blockRubSapling",0,"Rubber Tree Sapling","1","false","12","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","Ztones:tile.iszmBlock",0,"Iszm ⓪","32","false","6","ztonebuilding","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","Ztones:tile.fortBlock",0,"Fort ⓪","32","false","6","ztonebuilding","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:obsidian",0,"Obsidian","10","false","35","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","Ztones:tile.korpBlock",0,"Korp ⓪","32","false","6","ztonebuilding","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:iron_bars",0,"Iron Bars","4","false","25","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:ladder",0,"Ladder","16","false","45","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","Ztones:tile.jeltBlock",0,"Jelt ⓪","32","false","6","ztonebuilding","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:glowstone_dust",0,"Glowstone Dust","1","false","6","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","BiomesOPlenty:colorizedSaplings",0,"Sacred Oak Sapling","1","false","10","","1","{display:{Lore:[0:""Caution is advised while planting this...""]}}"
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:map",0,"Empty Map","1","false","20","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","Forestry:beeswax",0,"Beeswax","1","false","16","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:leather_chestplate",0,"Leather Tunic","1","false","35","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","Natura:florasapling",5,"Blood Sapling","1","false","12","saplings_natura","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","Ztones:tile.crayBlock",0,"Cray ⓪","32","false","6","ztonebuilding","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:golden_apple",1,"Golden Apple","1","false","5","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:bread",0,"Bread","4","false","55","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:cooked_chicken",0,"Cooked Chicken","16","true","20","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:cooked_beef",0,"Steak","16","true","20","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:egg",0,"Egg","16","true","20","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","gregtech:gt.metaitem.01",27809,"Wood Screw","64","false","75","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","harvestcraft:applepieItem",0,"Apple Pie","2","false","55","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","gregtech:gt.metaitem.01",2817,"Salt","64","false","66","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","harvestcraft:pbandjItem",0,"PB&J","2","false","85","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:skull",2,"Zombie Head","1","false","66","","0",""
"0","dreamcraft.lootbag.group.trash","0","1","1","minecraft:skull",4,"Creeper Head","1","false","66","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","minecraft:potato",0,"Potato","8","true","80","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:bananamilkshakeItem",0,"Banana Milkshake","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:beefjerkyItem",0,"Beef Jerky","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:beetsaladItem",0,"Beet Salad","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:batteredsausageItem",0,"Battered Sausage","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","minecraft:poisonous_potato",0,"Poisonous Potato","8","true","40","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:cashewbutterItem",0,"Cashew Butter","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:celeryandpeanutbutterItem",0,"Celery and Peanut Butter","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:chocolatemilkshakeItem",0,"Chocolate Milkshake","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:cinnamonsugardonutItem",0,"Cinnamon Sugar Donut","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:damperItem",0,"Damper","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:fairybreadItem",0,"Fairy Bread","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:gingeredrhubarbtartItem",0,"Gingered Rhubarb Tart","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:gooseberryyogurtItem",0,"Gooseberry Yogurt","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:cucumbersoupItem",0,"Cucumber Soup","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","minecraft:clay_ball",0,"Clay","16","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","minecraft:reeds",0,"Sugar Canes","16","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","gregtech:gt.metaitem.02",32414,"Black Dye","16","false","20","gregdyes","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","gregtech:gt.metaitem.02",32415,"Red Dye","16","false","20","gregdyes","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","gregtech:gt.metaitem.02",32416,"Green Dye","16","false","20","gregdyes","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","gregtech:gt.metaitem.02",32417,"Brown Dye","16","false","20","gregdyes","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","gregtech:gt.metaitem.02",32418,"Blue Dye","16","false","20","gregdyes","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","gregtech:gt.metaitem.02",32419,"Purple Dye","16","false","20","gregdyes","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","gregtech:gt.metaitem.02",32420,"Cyan Dye","16","false","20","gregdyes","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","gregtech:gt.metaitem.02",32421,"Light Gray Dye","16","false","20","gregdyes","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","gregtech:gt.metaitem.02",32422,"Gray Dye","16","false","20","gregdyes","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","gregtech:gt.metaitem.02",32423,"Pink Dye","16","false","20","gregdyes","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","gregtech:gt.metaitem.02",32424,"Lime Dye","16","false","20","gregdyes","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","gregtech:gt.metaitem.02",32425,"Yellow Dye","16","false","20","gregdyes","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","gregtech:gt.metaitem.02",32426,"Light Blue Dye","16","false","20","gregdyes","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","gregtech:gt.metaitem.02",32427,"Magenta Dye","16","false","20","gregdyes","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","gregtech:gt.metaitem.02",32428,"Orange Dye","16","false","20","gregdyes","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","gregtech:gt.metaitem.02",32429,"White Dye","16","false","20","gregdyes","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","minecraft:carrot",0,"Carrot","16","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","minecraft:golden_carrot",0,"Golden Carrot","1","true","30","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:vindalooItem",0,"Vindaloo","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:asparagussoupItem",0,"Asparagus Soup","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:hotwingsItem",0,"Hot Wings","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:jamrollItem",0,"Jam Roll","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:kimchiItem",0,"Kimchi","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:onionsoupItem",0,"Onion Soup","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:splitpeasoupItem",0,"Split Pea Soup","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:stuffedpepperItem",0,"Stuffed Pepper","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:summerradishsaladItem",0,"Summer Radish Salad","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:sunflowerbroccolisaladItem",0,"Sunflower Broccoli Salad","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:sweetpotatosouffleItem",0,"Sweet Potato Souffle","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:vegetarianlettucewrapItem",0,"Vegetarian Lettuce Wrap","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:veggiestripsItem",0,"Veggie Strips","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:wafflesItem",0,"Waffles","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:walnutraisinbreadItem",0,"Walnut Raisin Bread","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:zeppoleItem",0,"Zeppole","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","harvestcraft:pumpkinoatsconesItem",0,"Pumpkin Oat Scones","6","true","70","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","IronChest:BlockIronChest",3,"Copper Chest","1","false","10","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","IronChest:woodCopperUpgrade",0,"Wood to Copper Chest Upgrade","1","false","20","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","minecraft:chest",0,"Chest","8","false","40","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","minecraft:flint",0,"Flint","32","false","55","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","minecraft:log",0,"Oak Wood","64","false","55","","0",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","minecraft:potion",8205,"Potion of Water Breathing","4","false","50","","4",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","minecraft:potion",8198,"Potion of Night Vision","4","false","50","","4",""
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","Natura:natura.armor.imphelmet",0,"Impskin Helmet","1","false","25","","2","{ench:[0:{lvl:1s,id:0s},1:{lvl:1s,id:1s}]}"
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","Natura:natura.armor.impjerkin",0,"Impskin Jerkin","1","false","25","","2","{ench:[0:{lvl:1s,id:3s},1:{lvl:1s,id:1s}]}"
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","Natura:natura.armor.impleggings",0,"Impskin Leggings","1","false","25","","2","{ench:[0:{lvl:1s,id:4s},1:{lvl:1s,id:1s}]}"
"1","dreamcraft.lootbag.group.basic_stone_age","0","1","2","Natura:natura.armor.impboots",0,"Impskin Boots","1","false","25","","2","{ench:[0:{lvl:1s,id:2s},1:{lvl:1s,id:1s}]}"
"2","dreamcraft.lootbag.group.steam_age","0","1","2","gregtech:gt.blockmachines",1,"Bronze Hull","1","false","50","","8",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","IC2:itemHarz",0,"Sticky Resin","16","true","60","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","gregtech:gt.blockores2",817,"Salt Ore","16","true","65","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","gregtech:gt.blockores2",57,"Tin Ore","16","true","65","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","gregtech:gt.blockores2",32,"Iron Ore","16","true","65","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","gregtech:gt.blockores2",35,"Copper Ore","16","true","65","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","minecraft:sticky_piston",0,"Sticky Piston","1","false","50","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","minecraft:piston",0,"Piston","1","false","50","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","minecraft:brick_block",0,"Bricks","8","true","60","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","gregtech:gt.metaitem.01",11300,"Bronze Ingot","16","true","40","steamageingots","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","gregtech:gt.metaitem.01",11308,"Red Alloy Ingot","16","true","40","steamageingots","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","minecraft:iron_ingot",0,"Iron Ingot","16","true","40","steamageingots","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","minecraft:furnace",0,"Furnace","1","false","60","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","BiblioCraft:BiblioFancySign",0,"Oak Fancy Sign","1","false","65","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","Railcraft:machine.beta",11,"Void Chest","1","false","25","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","gregtech:gt.metaitem.01",11335,"Damascus Steel Ingot","4","true","15","","5",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","harvestcraft:delightedmealItem",0,"Delighted Meal","4","true","50","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","harvestcraft:heartybreakfastItem",0,"Hearty Breakfast","4","true","60","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","harvestcraft:rainbowcurryItem",0,"Rainbow Curry","4","true","50","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","harvestcraft:supremepizzaItem",0,"Supreme Pizza","4","true","50","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","harvestcraft:sausageinbreadItem",0,"Sausage in Bread","4","true","50","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","harvestcraft:beefwellingtonItem",0,"Beef Wellington","4","true","50","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","harvestcraft:meatfeastpizzaItem",0,"Meat Feast Pizza","4","true","50","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","harvestcraft:epicbaconItem",0,"Epic Bacon","4","true","40","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","IronChest:BlockIronChest",0,"Iron Chest","1","false","10","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","IronChest:woodIronUpgrade",0,"Wood to Iron Chest Upgrade","1","false","20","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","IronChest:copperIronUpgrade",0,"Copper to Iron Chest Upgrade","1","false","20","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","minecraft:spawn_egg",91,"Spawn Sheep","1","false","75","","8",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","minecraft:spawn_egg",93,"Spawn Chicken","1","false","75","","8",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","minecraft:spawn_egg",95,"Spawn Wolf","1","false","75","","8",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","minecraft:spawn_egg",96,"Spawn Mooshroom","1","false","75","","8",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","minecraft:spawn_egg",98,"Spawn Ocelot","1","false","75","","8",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","minecraft:spawn_egg",90,"Spawn Pig","1","false","75","","8",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","minecraft:spawn_egg",92,"Spawn Cow","1","false","75","","8",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","Railcraft:machine.beta",7,"Hobbyist's Steam Engine","1","false","50","","4",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","gregtech:gt.blockmachines",2,"Bricked Bronze Hull","1","false","50","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","gregtech:gt.metaitem.01",23305,"Steel Rod","16","true","60","","0",""
"2","dreamcraft.lootbag.group.steam_age","0","1","2","gregtech:gt.metatool.01",12,"Hammer","1","false","20","","0","{ench:[0:{lvl:5s,id:16s}],GT.ToolStats:{PrimaryMaterial:""DamascusSteel"",MaxDamage:128000L,SecondaryMaterial:""Wood""}}"
"2","dreamcraft.lootbag.group.steam_age","0","1","2","gregtech:gt.metatool.01",14,"Soft Mallet","1","false","20","","0","{ench:[0:{lvl:1s,id:19s}],GT.ToolStats:{PrimaryMaterial:""Plastic"",MaxDamage:25600L,SecondaryMaterial:""Wood""}}"
